"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test to verify that a user can log in with valid credentials.","2382","test_valid_login","tests","Fri Jul 25 16:18:04 GMT+07:00 2025","passed","Fri Jul 25 16:18:06 GMT+07:00 2025","TestLogin","login_test","",""
